Player,Nation,Squad,Stage_Label,Stage_Num,Profile_Class,Profile_Label,classification_certainty,npxG_per90,xAG_per90,prog_carries_per90,pass_completion_pct,aerials_contested_per90,pressures_per90,z_npxG_per90,z_xAG_per90,z_prog_carries_per90,z_pressures_per90,z_pass_completion_pct,z_aerials_contested_per90,min_per90_sum,data_source,data_note,tournament
Adam Wharton,ENG,England,Quarterfinal,5,5,Balanced Contributors,0.44611245092189683,0.027397260273972605,0.20547945205479454,0.9589041095890412,75.58620689655172,2.2033898305084745,3.559322033898305,-0.3447505906599473,2.481469961591275,-0.4958700799630982,-0.7546712841393606,-0.35901528134078625,1.3043509514228357,14.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Conor Gallagher,ENG,England,Quarterfinal,5,5,Balanced Contributors,0.4323616108269654,0.15469613259668505,0.06629834254143646,1.3259668508287292,85,2.5,4.464285714285714,1.092473777303005,0.3949602439945236,-0.32827464423432634,-0.5638326343104166,0.5340116744499722,1.61528402527518,18.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Tyrick Mitchell,ENG,England,Quarterfinal,5,5,Balanced Contributors,0.38608769979110874,0.03779069767441861,0.186046511627907,1.8313953488372094,72.02952029520296,1.3636363636363638,4.090909090909091,-0.22740704137107146,2.1901443701805525,-0.09750344401012047,-0.6425702590650159,-0.6964156228822642,0.4240469241525633,34.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Elye Wahi,FRA,France,Quarterfinal,5,3,Pressing Engines,1,0.755813953488372,0.05813953488372092,1.511627906976744,75.16339869281046,2.6315789473684212,0.2631578947368421,7.879188886704482,0.2726488791739089,-0.24350454335756064,-1.4497660460229207,-0.39912441895632444,1.7532167422472726,8.600000000000001,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Hugo Ekitike,FRA,France,Quarterfinal,5,3,Pressing Engines,1,0.6771929824561403,0.23859649122807017,3.263157894736842,75.46583850931677,5.128205128205129,2.0512820512820515,6.991545710149239,2.9779383709513834,0.5562182247426755,-1.0726866038783225,-0.37043386822118984,4.370401628384412,28.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ousmane Dembélé,FRA,France,Quarterfinal,5,3,Pressing Engines,1,0.8229166666666667,0.4270833333333333,6.614583333333334,79.02621722846442,0.20833333333333334,1.4583333333333335,8.636789113451087,5.803606517058601,2.0864296670620037,-1.1977275698347625,-0.0326832788378343,-0.7870441286554305,19.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Thierno Barry,FRA,France,Quarterfinal,5,3,Pressing Engines,0.999999999999865,0.45348837209302323,0.11240310077519379,1.7054263565891472,62.01780415430267,6.333333333333333,0.16666666666666666,4.465885338041091,1.0861318147524845,-0.15501902860153632,-1.470114106485818,-1.6461637519626011,5.6337238463954735,25.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Kylian Mbappé,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999993747,0.5758513931888546,0.238390092879257,4.643962848297214,82.882096069869,0.4,0.13333333333333333,5.847383166322453,2.9748441855263614,1.186673408144917,-1.4771434364639098,0.33309953642036394,-0.5861221375994159,32.3,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Bradley Barcola,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999993179,0.5537190082644629,0.41735537190082644,5.661157024793389,81.67938931297711,1.7307692307692306,1.923076923076923,5.597505046005465,5.657771452714729,1.6511092717656433,-1.099722488409445,0.21900636037396132,0.8089081414383315,24.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Sofiane Diop,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999986073,0.5084745762711864,0.24576271186440676,2.2033898305084745,77.16814159292036,2,2,5.0866882650796095,3.085369537784578,0.07234375168682429,-1.0835009576907715,-0.20894715145588424,1.0911397007812285,11.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Alexandre Lacazette,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999985718,0.513157894736842,0.14912280701754385,1.0526315789473684,71.84643510054845,2.2448979591836733,0.4081632653061224,5.1395636700141285,1.6366089892041527,-0.45307549935867064,-1.4191873280731127,-0.7137837562410465,1.347863451553776,22.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ludovic Ajorque,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999865068,0.34657039711191334,0.11191335740072203,0.36101083032490977,68.85245901639344,8,0.9090909090909091,3.2587645190400285,1.078789911001776,-0.7688593360209449,-1.3135517569737745,-0.9978033133698199,7.380871594708645,27.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Randal Kolo Muani,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999639719,0.46153846153846156,0.14792899408284024,1.7159763313609468,70.74829931972789,2.4242424242424243,1.2121212121212122,4.5567721189226615,1.6187121474706652,-0.1502020656680722,-1.2496487571729402,-0.8179569457954111,1.5358682185336723,16.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Jean-Philippe Mateta,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999999416893,0.40476190476190477,0.108843537414966,1.5306122448979593,65.1006711409396,5.098039215686275,0.19607843137254904,3.915755828366406,1.0327692315148234,-0.23483657456513363,-1.4639117565051487,-1.3537116776573195,4.338779044704536,29.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Christopher Nkunku,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999998869207,0.47058823529411764,0.2058823529411765,1.6666666666666667,89.52095808383234,2,2.6666666666666665,4.658945493508478,2.487509981085326,-0.1727161315527411,-0.9429143581289363,0.9628863470177742,1.0911397007812285,10.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Loum Tchaouna,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999998633271,0.3424657534246575,0.0821917808219178,3.0136986301369864,69.63562753036437,7.5,2.5,3.212422443721606,0.6332239964117709,0.44231880251858363,-0.9780610080193951,-0.9235090744570857,6.856727270214694,7.3,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Mohamed Meité,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999991819575,0.4166666666666667,0.09999999999999999,1.3333333333333333,65.95744680851064,3.333333333333333,0.9090909090909091,4.050162469934653,0.9001928580488102,-0.3249112169331029,-1.3135517569737745,-1.2724347940676113,2.4888578994317654,6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Gaëtan Laborde,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999991317754,0.4236453201970443,0.17241379310344826,1.477832512315271,69.61770623742454,2.2222222222222223,1.1111111111111112,4.128952570164315,1.9857718100105648,-0.2589350222854584,-1.2709497571065516,-0.9252091540638948,1.3240927338896515,20.3,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Marcus Thuram,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999978967615,0.3897637795275591,0.17322834645669294,2.440944881889764,73.70304114490162,3.114754098360656,0.9836065573770493,3.746424626390662,1.9979830468155346,0.18080788566935896,-1.2978379045637332,-0.5376592944357295,2.2597237685054488,25.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Martin Terrier,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999766306085,0.3692307692307692,0.13846153846153847,1.6923076923076923,81.90954773869346,3.0303030303030303,0.9090909090909092,3.51460369814733,1.4767824112885704,-0.16100881729271332,-1.3135517569737745,0.24084003315691002,2.1711946724657345,6.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Florian Ayé,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999999072314133,0.29687499999999994,0.015625,0.78125,73.64341085271317,5.882352941176471,0.5882352941176471,2.697695639154166,-0.36470047437091263,-0.5769843270943269,-1.381213756762893,-0.543316042753945,5.160966220381322,6.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Michael Olise,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999993885280838,0.3745173745173745,0.46332046332046334,4.594594594594595,81.38801261829653,1.0869565217391306,1.7391304347826089,3.5742903065443725,6.3468492323978305,1.1641325913828686,-1.1385131053454027,0.19136529796908894,0.1340065864879262,25.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Alassane Pléa,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999989894198159,0.31279620853080564,0.14691943127962084,2.4170616113744074,72.0754716981132,3.076923076923077,0.25641025641025644,2.877448597294165,1.6035774599630954,0.1699031364836181,-1.4511889873140325,-0.6920565041928783,2.2200659381528163,21.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Neal Maupay,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999970924890969,0.35344827586206895,0.18965517241379312,1.0344827586206897,84.17508417508418,1.1764705882352942,0.5882352941176471,3.3364168560894787,2.2442429890490785,-0.46136198313618576,-1.381213756762893,0.45575713243774624,0.22784316632060278,11.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Wesley Saïd,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999962785146886,0.31683168316831684,0.09900990099009901,1.5841584158415842,77.82258064516128,2.5641025641025643,0.7692307692307693,2.9230097431197493,0.88534995865848,-0.2103881823894643,-1.343045449189544,-0.146864661629417,1.6824820155949176,10.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Arnaud Kalimuendo,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999961245335732,0.3111888111888112,0.06993006993006992,1.7482517482517481,78.84297520661157,2.954545454545454,0.6818181818181818,2.8593008275082963,0.44940466187954353,-0.1354655861799254,-1.3614790068244,-0.05006628940009652,2.0917788657242262,28.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Rémy Cabella,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999944036963776,0.35714285714285715,0.20535714285714285,4.017857142857143,82.41469816272966,1,4,3.3781292620934176,2.4796363842448668,0.9008027742551675,-0.6617411590052661,0.2887604559276439,0.04285105179332579,11.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Matthis Abline,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999688417422306,0.25,0.12337662337662336,2.435064935064935,65.24163568773234,4.193548387096774,0,2.1684694879791935,1.2506394956023266,0.17812318864224846,-1.5052607563762768,-1.340339263507848,3.390611575980499,30.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Senny Mayulu,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999589889180281,0.3222222222222222,0.23333333333333334,3.2222222222222223,87.82608695652175,2,8,2.9838697801598926,2.899036642613311,0.5375276002222802,0.1817784383657446,0.8021046528964739,1.0911397007812285,9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Georginio Rutter,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999487499356401,0.25,0.13586956521739132,2.2826086956521743,66.7605633802817,3.6363636363636367,1.2121212121212122,2.1684694879791935,1.4379252892224128,0.10851391751966655,-1.2496487571729402,-1.1962482091966198,2.806521126397797,18.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Enzo Millot,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999328503510986,0.32682926829268294,0.15121951219512195,2.1463414634146343,84.82456140350877,0.851063829787234,1.702127659574468,3.035884057709881,1.668041385046149,0.0462963083848526,-1.1463162468566979,0.5173689254505939,-0.11327704486444695,20.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Franck Honorat,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999089202031572,0.28125,0.33125,3.9375,67.49174917491749,1.1538461538461537,0.7692307692307692,2.5212869220958423,4.366937546902865,0.864112887600973,-1.343045449189544,-1.126885241780025,0.20412622856069534,16,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Esteban Lepaul,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9999008644101844,0.2817679558011049,0.04419889502762431,1.43646408839779,67.1309192200557,3.0769230769230766,0.7692307692307692,2.5271347248712557,0.06366016920482738,-0.2778232347159744,-1.343045449189544,-1.1611148952902879,2.2200659381528163,18.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Sekou Mara,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9998797870969882,0.23529411764705882,0.11764705882352941,1.0588235294117647,69.1891891891892,3.846153846153846,2.3076923076923075,2.002437754277241,1.1647457118882296,-0.45024834606987135,-1.0186148348160784,-0.9658598536155856,3.0264418219896645,8.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ange-Yoan Bonny,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9998732491578847,0.25266903914590744,0.10320284697508895,1.4590747330960854,75.21815008726004,3.2203389830508473,1.0169491525423728,2.198603361355704,0.9482077888168186,-0.26749954771488815,-1.2908066214514435,-0.3939305007797396,2.3704072046308724,28.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Adrien Rabiot,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9998473915641773,0.26449275362318836,0.13768115942028983,2.86231884057971,84.8347375243033,3.3333333333333335,3.3333333333333335,2.332094964670972,1.4650834928170384,0.373201022528991,-0.8023277585671013,0.5183342696083678,2.4888578994317654,27.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Corentin Tolisso,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9997901103913323,0.20463320463320464,0.1891891891891892,1.196911196911197,84.8314606741573,5.2631578947368425,1.842105263157895,1.656271205246144,2.237257281507497,-0.38719955303471804,-1.116797783902785,0.5180234155797829,4.511871081689122,25.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Maghnes Akliouche,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9997415834480501,0.31460674157303375,0.27340823970037453,4.756554307116105,81.33223684210526,0.47619047619047616,1.9047619047619047,2.8978898012091197,3.499812723929046,1.238081008209039,-1.1035847576281765,0.18607420318172743,-0.5062525262479567,26.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Kingsley Coman,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9997392756903284,0.3028169014084507,0.2323943661971831,4.647887323943662,84.32432432432432,1.6,4,2.764780644232684,2.8849602779332795,1.18846526586317,-0.6617411590052661,0.4699146006010166,0.6718242411860675,14.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Gaby Jean,FRA,France,Quarterfinal,5,3,Pressing Engines,0.999647904301033,0.006493506493506494,0.006493506493506494,0.5194805194805194,84.33874709976799,15,0,-0.5807572713713152,-0.501593692165255,-0.6965044124072328,-1.5052607563762768,0.4712827980010412,14.718892137623964,15.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Jonathan Ikone,FRA,France,Quarterfinal,5,3,Pressing Engines,0.999333805174063,0.2680412371134021,0.0309278350515464,3.6082474226804124,82.22222222222221,2.5,1.6666666666666667,2.372157903551692,-0.13529064890341788,0.7137810152503967,-1.153794257471689,0.27050148195982116,1.61528402527518,9.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Irvin Cardona,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9991711422909918,0.2594594594594595,0.10810810810810811,2.3783783783783785,65.49815498154982,1.9354838709677418,2.5806451612903225,2.275268278846936,1.0217441692723275,0.15224094263776095,-0.9610545645240117,-1.316004902050987,1.0235081750400734,18.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Malang Sarr,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9985333208977332,0.01948051948051948,0.01948051948051948,0.2597402597402597,89.42408376963351,0,3,-0.43413184420595474,-0.3069011157466348,-0.8150979854308912,-0.8726210583480188,0.9536964941122957,-1.005437597194577,15.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Florian Sotoca,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9983217156951234,0.23115577889447236,0.07537688442211056,2.21105527638191,73.49397590361446,2.8260869565217392,1.5217391304347827,1.9557152563510638,0.5310596465777281,0.07584368125438237,-1.184356561724262,-0.5574919903465784,1.957117280379931,19.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Nicolas Pays,FRA,France,Quarterfinal,5,3,Pressing Engines,0.997462062625386,0.26,0.02,4.2,77.6536312849162,1.9402985074626866,1.627906976744186,2.2813710668965212,-0.29911341268988995,0.983966517338008,-1.161967896981098,-0.16289181786755372,1.028555303826727,5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ferland Mendy,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9973080161546309,0,0.044642857142857144,1.0714285714285714,93.88971684053651,0.48387096774193544,3.225806451612903,-0.6540699849539954,0.07031575106444185,-0.4444930697319585,-0.8250030165609457,1.3773228329497464,-0.49820115413591437,11.2,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Jordan Ferri,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9969477397686981,0.020304568527918784,0.045685279187817264,0.9644670050761421,88.31886345698501,0.3333333333333333,2.3333333333333335,-0.4248282003502847,0.0859430422554035,-0.4933301439022341,-1.013207657909854,0.848851239873485,-0.6560080475319428,19.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Souleymane Touré,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.996423768925239,0.04938271604938272,0,0.7407407407407408,91.68278529980658,1.3636363636363635,2.2727272727272725,-0.09653132363385929,-0.5989399803745651,-0.5954802576093013,-1.0259882578700208,1.1679652091100288,0.42404692415256307,8.1,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Etienne Youte Kinkoue,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9963806493711209,0.050387596899224806,0.007751937984496124,0.46511627906976744,89.06497622820919,1.1428571428571428,1.7142857142857142,-0.08518606017676354,-0.48272813243476853,-0.7213263230400916,-1.1437523575029864,0.9196302350607563,0.19260657307731183,25.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Florian Thauvin,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9957271828276646,0.26267281105990786,0.17511520737327188,4.23963133640553,66.42246642246641,0.4,1.4,2.3115475257776503,2.026269598431346,1.0020616012219405,-1.2100288972964233,-1.2283213271929458,-0.5861221375994159,21.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Warren Bondo,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9955000017648465,0.020202020202020204,0.020202020202020204,1.3636363636363635,89.27038626609442,0.9836065573770493,2.1311475409836067,-0.4259859871412125,-0.29608486150115587,-0.31107530008034273,-1.055844577449099,0.9391161849648727,0.02566599197385207,19.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Mohamed Ali Cho,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9945076016054493,0.2222222222222222,0.2222222222222222,4.5,70.27027027027027,2.0833333333333335,0.8333333333333334,1.8548539909866169,2.732466327232936,1.1209420941803334,-1.329527506923983,-0.8633045354572569,1.1784970881968873,18,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ismaël Doukouré,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9943913387528843,0.020477815699658702,0.03754266211604096,0.68259385665529,88.6646884272997,0.9230769230769231,3.076923076923077,-0.4228722124270448,-0.03612560417466296,-0.6220292675732629,-0.8563995276293453,0.881657465491873,-0.037786536590358986,29.3,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Tanguy Coulibaly,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9940848046210244,0.21212121212121213,0.0787878787878788,2.909090909090909,78.49462365591397,3.125,2.1875,1.7408119920802256,0.5821949832317309,0.3945564594104253,-1.0439609765640054,-0.08311219570438065,2.2704644308926194,16.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Issa Diop,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9936316767624153,0.03355704697986577,0.006711409395973154,0.40268456375838924,87.46701846965699,1.2903225806451613,2.5806451612903225,-0.275205626171017,-0.49832703819849966,-0.7498317237668645,-0.9610545645240117,0.7680420987037574,0.34719291762852333,14.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Mamadou Sarr,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9934822450759361,0.030418250950570342,0.011406844106463877,0.2661596958174905,93.76103590347263,1.6666666666666665,3.888888888888889,-0.31064312893170626,-0.4279362345468036,-0.8121669655652874,-0.6851722589322387,1.365115687091361,0.7417101511185942,26.3,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Nordi Mukiele,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9931143633038388,0.13999999999999999,0.1,2,80.39538714991762,6.666666666666667,5,0.9265521198885902,0.9001928580488104,-0.020521046172379428,-0.45086125966251345,0.09720120380155474,5.983153396058109,10,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Pierre Ekwah Elimby,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9929110069236751,0.024475524475524472,0.03496503496503496,0.6993006993006993,88.1983678593848,1,3.25,-0.3777374491423546,-0.07476765924751078,-0.6144011695447,-0.8199010835123306,0.83742058535106,0.04285105179332579,28.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Neil El Aynaoui,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.992175416357951,0.09090909090909091,0.11363636363636363,0.625,84.472049689441,0,0,0.37230800520352786,1.1046200632883614,-0.6483257733663715,-1.5052607563762768,0.48392837078414236,-1.005437597194577,17.6,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Clément Lenglet,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9917971269026359,0.10958904109589042,0.05022831050228311,0.7305936073059361,87.4633431085044,1,1,0.5832075922221971,0.1540491165504181,-0.6001132891277295,-1.2943808570335242,0.7676934404588333,0.04285105179332579,21.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Hugo Magnetti,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9904574408908062,0.031007751937984496,0.015503875968992248,0.813953488372093,84.94921514312097,1.1320754716981132,1.8867924528301887,-0.3039875697064681,-0.366516284494972,-0.5620523964792478,-1.1073741538427813,0.5291940365817318,0.18130426958418083,25.8,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Axel Disasi,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9898229150831817,0.0425531914893617,0.05319148936170213,1.702127659574468,88.8307155322862,1,2,-0.17363773424196327,0.19847110389318784,-0.1565251650229154,-1.0835009576907715,0.897407405873561,0.04285105179332579,9.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Antoine Griezmann,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9879341988606299,0.21532846715328469,0.2591240875912409,1.6788321167883213,74.77785372522214,1.4864864864864864,1.081081081081081,1.7770224077913792,3.285674308970678,-0.16716156639287386,-1.2772824868165442,-0.4356986292605346,0.5528293134631163,27.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Lucas Hernández,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9878380106214423,0,0.010309278350515465,0.6185567010309279,91.73098125689086,2.5714285714285716,2.727272727272727,-0.6540699849539954,-0.44439020321751604,-0.6512676886765589,-0.9301337581687694,1.1725372544442976,1.6901617859171731,9.7,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Nhoa Sangui,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9857837941916481,0.007751937984496124,0.03875968992248062,1.627906976744186,83.88157894736842,1.4583333333333335,1.0416666666666667,-0.5665493811421136,-0.017880740675582336,-0.19041323450394598,-1.2855941945609093,0.42791414957893836,0.5233166825794481,12.9,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Pierre Cornud,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9855503062320257,0,0.04687499999999999,1.71875,81.87311178247734,0.4347826086956522,2.608695652173913,-0.6540699849539954,0.10377853763639208,-0.14893564946205962,-0.9551392798299655,0.23738358465592355,-0.5496599237215757,6.4,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Ludovic Blas,FRA,France,Quarterfinal,5,3,Pressing Engines,0.9849446019543101,0.19607843137254902,0.1803921568627451,3.2549019607843137,73.88059701492537,2.7272727272727275,1.5151515151515151,1.5596864644053683,2.1053780810950533,0.5524486870242764,-1.1857457573721062,-0.5208156931001521,1.8535314454997036,25.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
Djaoui Cissé,FRA,France,Quarterfinal,5,5,Balanced Contributors,0.9839562260282091,0.032,0.016,1.28,87.52,1.6326530612244896,2.916666666666667,-0.29278493241854725,-0.35907872622682496,-0.3492624305939607,-0.8901943832932481,0.7730681210770363,0.7060540746224069,12.5,big5_club_2024-25,FBref WC group-stage blocked by Cloudflare; club stats used as proxy,FIFA_WC_2026
